Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Direction
alaW,b2397,2518156,2518231,tRNA-Ala(GGC),-
hicA,b4532,1509286,1509462,mRNA interferase toxin HicA,+
yghB,b3009,3153563,3154222,DedA family protein YghB,+
ogrK,b2082,2167302,2167520,prophage P2 late control protein OgrK,-
ydaE,b4526,1417838,1418008,Rac prophage; zinc-binding protein,-
glnH,b0811,847258,848004,L-glutamine ABC transporter periplasmic binding protein,-
ybfO,b0703,734220,735653,RHS repeats-containing protein YbfO,+
ypjF,b2646,2777453,2777782,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,+
livJ,b3460,3598555,3599658,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,-
yqeA,b2874,3011461,3012393,putative amino acid kinase YqeA,+
mepS,b2175,2269979,2270545,"peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase",+
yecH,b1906,1989251,1989490,DUF2492 domain-containing protein YecH,-
cysM,b2421,2538672,2539583,cysteine synthase B,-
ydiR,b1698,1780401,1781339,putative electron transfer flavoprotein subunit YdiR,+
agaB,b3138,3284170,3284646,galactosamine-specific PTS enzyme IIB component,+
ycjQ,b1313,1374963,1376015,D-guloside 3-dehydrogenase,+
entS,b0591,622300,623550,enterobactin exporter EntS,+
metJ,b3938,4128078,4128395,DNA-binding transcriptional repressor MetJ,-
yegP,b2080,2165189,2165521,DUF1508 domain-containing protein YegP,+
moeA,b0827,865129,866364,molybdopterin molybdotransferase,-
hybA,b2996,3144154,3145140,hydrogenase 2 iron-sulfur protein,-
rbsD,b3748,3933351,3933770,D-ribose pyranase,+
yicH,b3655,3830457,3832166,AsmA family protein YicH,+
caiF,b0034,34300,34695,DNA-binding transcriptional activator CaiF,+
yhaV,b3130,3277337,3277801,ribosome-dependent mRNA interferase toxin YhaV,+
essQ,b1556,1640370,1640585,Qin prophage; putative prophage lysis protein EssQ,-
glnA,b3870,4056625,4058034,adenylyl-[glutamine synthetase] // glutamine synthetase,-
cbtA,b2005,2077569,2077943,CP4-44 prophage; cytoskeleton-binding toxin CbtA,+
ybfI,b4636,716721,716870,,-
pqiB,b0951,1013259,1014899,intermembrane transport protein PqiB,+
ydcJ,b1423,1495288,1496631,DUF1338 domain-containing protein YdcJ,+
lpp,b1677,1757421,1757657,murein lipoprotein,+
norW,b2711,2833912,2835045,NADH:flavorubredoxin reductase,+
gpp,b3779,3962745,3964229,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",-
cysB,b1275,1333855,1334829,DNA-binding transcriptional dual regulator CysB,+
gfcD,b0984,1045849,1047945,putative lipoprotein GfcD,-
emrE,b0543,568315,568647,DLP12 prophage; multidrug/betaine/choline efflux transporter EmrE,+
parE,b3030,3173504,3175396,DNA topoisomerase IV subunit B,-
nimR,b1790,1874755,1875576,DNA-binding transcriptional repressor NimR,-
mutH,b2831,2969662,2970351,DNA mismatch repair protein MutH,+
yghE,b2969,3111128,3111988,putative type II secretion system L-type protein YghE,-
mngB,b0732,767978,770611,&alpha;-mannosidase,+
fldA,b0684,710935,711465,oxidized flavodoxin 1 // flavodoxin 1,-
metN,b0199,221614,222645,L-methionine/D-methionine ABC transporter ATP binding subunit,-
yegS,b2086,2168712,2169611,lipid kinase YegS,+
sgcQ,b4303,4528111,4528917,KpLE2 phage-like element; putative nucleoside triphosphatase,-
valW,b1666,1746516,1746592,tRNA-Val(GAC),+
ghoS,b4128,4352584,4352880,antitoxin of the GhoTS toxin-antitoxin system,+
tonB,b1252,1311089,1311808,Ton complex subunit TonB,+
insH5,b1370,1427746,1428726,Rac prophage; IS<i>5</i> transposase and trans-activator,-
b2084,b2084,2167735,2168001,,-
yhgP,b4789,3573679,3573708,protein YhgP,-
glnD,b0167,185978,188650,protein-PII uridylyltransferase/uridylyl-removing enzyme,-
ttcC,b4638,1434958,1435008,putative tRNA 2-thiocytidine (s(2)C32) synthase,-
hlyE,b1182,1229483,1230394,hemolysin E,-
yihR,b3879,4069475,4070401,putative sulfoquinovose mutarotase YihR,-
ldtE,b1678,1757721,1758725,"L,D-transpeptidase LdtE",-
yffB,b2471,2591247,2591603,putative reductase YffB,+
qorA,b4051,4263248,4264231,putative quinone oxidoreductase 1,-
cmtA,b2933,3077471,3078859,mannitol-specific PTS enzyme IICB component CmtA,-
ybhN,b0788,821542,822498,PF03706 family inner membrane protein YbhN,-
ydhP,b1657,1736121,1737290,putative transporter YdhP,-
metC,b3008,3152236,3153423,cystathionine &beta;-lyase / L-cysteine desulfhydrase / alanine racemase,+
alkA,b2068,2146692,2147540,DNA-3-methyladenine glycosylase 2,-
mdaB,b3028,3172530,3173111,NADPH:quinone oxidoreductase MdaB,+
melB,b4120,4343369,4344790,melibiose:H<sup>+</sup>/Na<sup>+</sup>/Li<sup>+</sup> symporter,+
rmuC,b3832,4017333,4018760,putative recombination limiting protein RmuC,+
potB,b1125,1183617,1184444,spermidine preferential ABC transporter membrane subunit PotB,-
beeE,b1151,1205731,1206204,e14 prophage; protein BeeE,+
glnL,b3869,4055290,4056339,protein histidine kinase NtrB,-
ymjB,b4524,1381789,1381902,hypothetical protein YmjB,+
hokA,b4455,3720448,3720600,small toxic polypeptide,-
murA,b3189,3335235,3336494,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,-
ybeQ,b0644,675570,676547,Sel1 repeat-containing protein YbeQ,-
ssuE,b0937,996937,997512,NADPH-dependent FMN reductase,-
cybB,b1418,1490902,1491432,superoxide oxidase,+
ybaP,b0482,507286,508080,TraB family protein YbaP,-
mdfA,b0842,883673,884905,multidrug efflux pump MdfA / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter,+
pdxB,b2320,2436715,2437851,erythronate-4-phosphate dehydrogenase,-
ybaQ,b0483,508218,508559,DNA-binding transcriptional regulator YbaQ,+
mutM,b3635,3810343,3811152,DNA-formamidopyrimidine glycosylase,-
ysaA,b3573,3741109,3741582,putative electron transport protein YsaA,-
dhaM,b1198,1247696,1249114,dihydroxyacetone kinase subunit M,-
fhuC,b0151,169778,170575,iron(III) hydroxamate ABC transporter ATP binding subunit,+
glsA,b0485,511641,512573,glutaminase 1,+
yhhZ,b3442,3581863,3583041,putative endonuclease YhhZ,+
serT,b0971,1031625,1031712,tRNA-Ser(UGA),-
yqjA,b3095,3247773,3248435,DedA family protein YqjA,+
ybcW,b0559,579880,580086,DLP12 prophage; uncharacterized protein YbcW,+
ymiD,b4772,1344647,1344775,protein YmiD,+
glnB,b2553,2687070,2687408,uridylyl-[protein PII-1] // nitrogen regulatory protein PII-1,-
phnE,b4583,4322443,4323281,phosphonate/phosphate ABC transporter membrane subunit,-
ldrB,b4421,1269703,1269810,small toxic polypeptide LdrB,-
folX,b2303,2421325,2421687,dihydroneopterin triphosphate 2'-epimerase,+
ddlB,b0092,102233,103153,D-alanine&mdash;D-alanine ligase B,+
ydiJ,b1687,1765629,1768685,putative FAD-linked oxidoreductase YdiJ,-
ydiS,b1699,1781395,1782684,putative electron transfer flavoprotein-quinone oxidoreductase YdiS,+
ulaC,b4195,4421708,4422172,L-ascorbate specific PTS enzyme IIA component,+
dgd,,,,D-galactose 1-dehydrogenase,
emrY,b2367,2480638,2482176,tripartite efflux pump membrane subunit EmrY,-
bisC,b3551,3714061,3716394,biotin sulfoxide reductase,-
mug,b3068,3214967,3215473,stationary phase mismatch/uracil DNA glycosylase,-
ychA,b1214,1267320,1268129,transglutaminase-like/TPR repeat-containing protein,+
malG,b4032,4242626,4243516,maltose ABC transporter membrane subunit MalG,-
eutJ,b2454,2569501,2570337,putative ethanolamine utilization chaperonin EutJ,-
glaR,b2664,2795674,2796336,DNA-binding transcriptional repressor GlaR,+
yagN,b0280,295139,295579,CP4-6 prophage; protein YagN,-
artI,b0863,902257,902988,putative ABC transporter periplasmic binding protein ArtI,-
ldrD,b4453,3699980,3700087,small toxic polypeptide LdrD,-
yjhD,b4281,4506626,4506856,KpLE2 phage-like element; surface adhesin E-like protein,-
nlpA,b3661,3839175,3839993,lipoprotein-28,-
ldtC,b1113,1169412,1170374,"L,D-transpeptidase LdtC",-
ybgE,b0735,774309,774602,PF09600 family protein YbgE,+
fldB,b2895,3039855,3040376,oxidized flavodoxin 2 // flavodoxin 2,+
phoH,b1020,1084992,1086056,ATP-binding protein PhoH,+
ytjE,b4824,4640718,4640771,protein YtjE,+
mdtM,b4337,4567287,4568519,multidrug efflux pump / bile salt:H<sup>+</sup> antiporter / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter,-
dinB,b0231,250898,251953,DNA polymerase IV,+
hupA,b4000,4200281,4200553,DNA-binding protein HU-&alpha;,+
gph,b3385,3513631,3514389,phosphoglycolate phosphatase,-
ygdI,b2809,2942918,2943145,DUF903 domain-containing lipoprotein YgdI,-
ucpA,b2426,2543832,2544623,oxidoreductase UcpA,-
sbcB,b2011,2082756,2084183,exodeoxyribonuclease I,+
ddpF,b1483,1557112,1558038,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF",-
preA,b2147,2235265,2236500,dihydropyrimidine dehydrogenase (NAD<sup>+</sup>) subunit PreA,+
ibaG,b3190,3336549,3336803,acid stress protein IbaG,-
leuX,b4270,4496405,4496489,tRNA-Leu(CAA),+
ccp,b3518,3667791,3669188,cytochrome <I>c</i> peroxidase,-
ykfA,b0253,268097,268960,CP4-6 prophage; putative GTP-binding protein YkfA,-
b0105,b0105,114407,114514,,-
yneP,b4747,1579545,1579667,protein YneP,+
glnP,b0810,846460,847119,L-glutamine ABC transporter membrane subunit,-
intG,b1936,2012502,2012780,putative defective phage integrase,+
ratA,b2619,2754288,2754764,ribosome association toxin RatA,-
ycjG,b1325,1388930,1389895,L-Ala-D/L-Glu epimerase,+
murI,b3967,4165428,4166285,glutamate racemase,+
yncH,b1455,1526940,1527152,DUF5445 domain-containing protein YncH,+
ydiB,b1692,1773789,1774655,quinate/shikimate dehydrogenase,+
glvB,b3682,3861987,3862472,putative PTS enzyme II component GlvB,-
naRNA6,,4325805,4325881,naRNA6,-
yiaN,b3578,3744804,3746081,"2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit",+
metR,b3828,4011863,4012816,DNA-binding transcriptional dual regulator MetR,-
ung,b2580,2716754,2717443,uracil-DNA glycosylase,+
recD,b2819,2950635,2952461,exodeoxyribonuclease V subunit RecD,-
galE,b0759,791039,792055,UDP-glucose 4-epimerase,-
puuC,b1300,1362743,1364230,&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase,+
ydjA,b1765,1848125,1848676,putative oxidoreductase YdjA,-
ykfF,b0249,265304,265543,CP4-6 prophage; protein YkfF,-
glnG,b3868,4053869,4055278,DNA-binding transcriptional dual regulator NtrC,-
ykiA,b0392,408609,408950,DUF2773 domain-containing protein YkiA,+
srmB,b2576,2712896,2714230,ATP-dependent RNA helicase SrmB,+
dacB,b3182,3328963,3330396,peptidoglycan DD-endopeptidase DacB,+
yadE,b0130,145081,146310,putative polysaccharide deacetylase lipoprotein YadE,+
aroF,b2601,2740080,2741150,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",-
spoT,b3650,3822400,3824508,bifunctional (p)ppGpp synthase/hydrolase SpoT,+
micL,b4717,1958441,1958520,small regulatory RNA MicL-S,-
uraA,b2497,2618871,2620160,uracil:H<sup>+</sup> symporter UraA,-
pdxI,b1406,1474221,1475081,pyridoxal reductase,+
ytfH,b4212,4434113,4434493,putative transcriptional regulator YtfH,+
tag,b3549,3713092,3713655,"3-methyl-adenine DNA glycosylase I, constitutive",+
yeiI,b2160,2251700,2252788,putative sugar kinase YeiI,+
rhaD,b3902,4093448,4094272,rhamnulose-1-phosphate aldolase,-
mcrC,b4345,4576912,4577958,Type IV methyl-directed restriction enzyme EcoKMcrBC subunit,-
yadG,b0127,142779,143705,putative ABC transporter ATP-binding protein YadG,+
ridA,b4243,4470527,4470913,"enamine/imine deaminase, redox-regulated chaperone",-
yqgE,b2948,3092937,3093500,DUF179 domain-containing protein YqgE,+
glyU,b2864,2998984,2999057,tRNA-Gly(CCC),-
fixA,b0041,42403,43173,putative electron transfer flavoprotein FixA,+
yagB,b0266,280385,280735,CP4-6 prophage; orphan antitoxin YagB,-
yahV,b4730,331802,331876,protein YahV,+
yrdF,b4697,3404495,3404637,,+
rpsF,b4200,4425118,4425513,30S ribosomal subunit protein S6,+
pntA,b1603,1676371,1677903,pyridine nucleotide transhydrogenase subunit &alpha;,-
ybjG,b0841,882792,883388,undecaprenyl pyrophosphate phosphatase,-
ycgM,b1180,1228079,1228738,putative isomerase/hydrolase,+
aroC,b2329,2446388,2447473,chorismate synthase,-
agaD,b3140,3285478,3286269,galactosamine-specific PTS enzyme IID component,+
insJK,,3720680,3722049,IS150 protein InsAB,+
nhaB,b1186,1233176,1234717,Na<sup>+</sup>:H<sup>+</sup> antiporter NhaB,-
metE,b3829,4013053,4015314,cobalamin-independent homocysteine transmethylase,+
mutS,b2733,2857093,2859654,DNA mismatch repair protein MutS,+
chbF,b1734,1817148,1818500,monoacetylchitobiose-6-phosphate hydrolase,-
endA,b2945,3090347,3091054,DNA-specific endonuclease I,+
gabT,b2662,2792735,2794015,4-aminobutyrate aminotransferase GabT,+
rhsA,b3593,3762183,3766316,rhs element protein RhsA,+
eutA,b2451,2565481,2566884,ethanolamine ammonia-lyase reactivase EutA,-
ydfD,b1576,1649794,1649985,Qin prophage; lysis protein,+
paeA,b4218,4439872,4441215,putative cadaverine/putrescine exporter,-
yoeH,b4641,2068261,2068419,,-
rplV,b3315,3449901,3450233,50S ribosomal subunit protein L22,-
murE,b0085,93166,94653,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",+
rspA,b1581,1653927,1655141,mandelate racemase/muconate lactonizing enzyme family protein RspA,-
shiA,b1981,2053643,2054959,shikimate:H+ symporter,+
ybcI,b0527,556032,556553,PF04307 family inner membrane protein YbcI,-
umuC,b1184,1231186,1232454,DNA polymerase V catalytic protein,+
nemR,b1649,1726023,1726622,DNA-binding transcriptional repressor NemR,+
yoaA,b1808,1891325,1893235,putative ATP-dependent 5' to 3' DNA helicase,-
yfgG,b2504,2629290,2629481,nickel/cobalt stress response protein YfgG,+
tktA,b2935,3079644,3081635,transketolase 1,-
xseA,b2509,2634232,2635602,exodeoxyribonuclease VII subunit XseA,+
cysA,b2422,2539717,2540814,sulfate/thiosulfate ABC transporter ATP binding subunit,-
azoR,b1412,1482255,1482860,FMN dependent NADH:quinone oxidoreductase,-
ygbK,b2737,2862335,2863501,putative 3-oxo-tetronate kinase YgbK,+
argZ,b2692,2818059,2818135,tRNA-Arg(ACG),-
pspD,b1307,1369393,1369614,phage shock protein D,+
ythA,b4655,4506448,4506573,KpLE2 phage-like element; uncharacterized protein YthA,+
C0067,,238462,238586,,+
yhdW,b3268,3419042,3420066,putative ABC transporter periplasmic binding protein YhdW,+
rplC,b3320,3452297,3452926,50S ribosomal subunit protein L3,-
sgcE,b4301,4526905,4527537,KpLE2 phage-like element; putative epimerase SgcE,-
mtgA,b3208,3349081,3349809,peptidoglycan glycosyltransferase MtgA,-
ybjD,b0876,916473,918131,DUF2813 domain-containing protein YbjD,+
aroK,b3390,3518543,3519064,shikimate kinase 1,-
yiaW,b3587,3754105,3754428,DUF3302 domain-containing protein YiaW,-
fryA,b2383,2501990,2504485,putative PTS multiphosphoryl transfer protein FryA,-
metA,b4013,4214280,4215209,homoserine <i>O</i>-succinyltransferase,+
mutL,b4170,4397412,4399259,DNA mismatch repair protein MutL,+
sbcC,b0397,412607,415753,ATP-dependent structure-specific DNA nuclease - SbcC subunit,-
araD,b0061,65855,66550,L-ribulose-5-phosphate 4-epimerase AraD,-
yfdX,b2375,2493767,2494402,protein YfdX,-
eutR,b2437,2554130,2555182,putative DNA-binding transcriptional regulator EutR,-
yfdT,b2363,2475873,2476178,CPS-53 (KpLE1) prophage; protein YfdT,+
rhsE,b1456,1527890,1529938,RhsE protein in rhs element,+
rpsS,b3316,3450248,3450526,30S ribosomal subunit protein S19,-
elyC,b0920,972622,973401,envelope biogenesis factor,-
aroD,b1693,1774686,1775444,3-dehydroquinate dehydratase,+
cstA,b0598,629894,631999,pyruvate transporter CstA,+
yeiR,b2173,2267829,2268815,zinc-binding GTPase YeiR,+
yqiI,b3048,3190632,3191696,putative fimbrial protein YqiI,+
matA,b0294,310746,311336,DNA-binding transcriptional dual regulator MatA,-
alkB,b2212,2308691,2309341,DNA oxidative demethylase,-
ydcD,b1457,1529922,1530404,uncharacterized protein YdcD,+
hcaE,b2538,2669032,2670393,putative 3-phenylpropionate/cinnamate dioxygenase subunit &alpha;,+
recE,b1350,1414786,1417386,"Rac prophage; exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific",-
lolD,b1117,1176619,1177320,lipoprotein release complex - ATP binding subunit,+
cueO,b0123,137083,138633,multicopper oxidase CueO,+
hiuH,b1970,2038956,2039369,hydroxyisourate hydrolase / transthyretin-related protein,+
alaT,b3853,4037260,4037335,L-alanyl-tRNA<SUP>alaT</SUP> // tRNA-Ala(UGC),+
rzpQ,b1553,1639030,1639527,Qin prophage; DUF2514 domain-containing protein RzpQ,-
ymiA,b4522,1335148,1335288,uncharacterized protein YmiA,+
yrhA,b3443,,,putative uncharacterized protein YrhA,+
rpsC,b3314,3449182,3449883,30S ribosomal subunit protein S3,-
citF,b0615,648039,649571,citrate lyase &alpha; subunit,-
mrdA,b0635,666316,668217,peptidoglycan DD-transpeptidase MrdA,-
yahJ,b0324,341125,342507,amidohydrolase family protein YahJ,+
aroA,b0908,958812,960095,3-phosphoshikimate 1-carboxyvinyltransferase,+
pxpA,b0713,745165,745899,5-oxoprolinase component A,+
yjbQ,b4056,4270238,4270654,PF01894 family protein YjbQ,+
frwC,b3949,4142530,4143609,putative PTS enzyme IIC component FrwC,+
mmuP,b0260,275325,276728,CP4-6 prophage; <i>S</i>-methyl-L-methionine transporter,+
nei,b0714,745935,746726,endonuclease VIII,+
gabD,b2661,2791273,2792721,succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>) GabD,+
exoX,b1844,1926120,1926782,exonuclease X,+
dgoR,b4479,3874471,3875160,DNA-binding transcriptional regulator DgoR,-
dgcP,b1794,1877715,1878740,diguanylate cyclase DgcP,+
potH,b0856,896134,897087,putrescine ABC transporter membrane subunit PotH,+
ynaK,b1365,1425377,1425640,Rac prophage; ParB-like nuclease domain-containing protein YnaK,+
ybhG,b0795,828974,829972,HlyD_D23 family protein YbhG,-
yneL,b1506,1590334,1590536,putative HTH-type transcriptional regulator YneL,-
rplR,b3304,3445244,3445597,50S ribosomal subunit protein L18,-
pbpC,b2519,2645013,2647325,peptidoglycan glycosyltransferase PbpC,-
slp,b3506,3653961,3654527,starvation lipoprotein,+
aroL,b0388,406405,406929,shikimate kinase 2,+
yeiG,b2154,2243910,2244746,<i>S</i>-formylglutathione hydrolase / <i>S</i>-lactoylglutathione hydrolase,+
pqqL,b1494,1572407,1575202,periplasmic metalloprotease,-
gyrB,b3699,3877705,3880119,DNA gyrase subunit B,-
punR,b1659,1738866,1739798,DNA-binding transcriptional activator PunR,-
ybaZ,b0454,475982,476371,DNA base-flipping protein,-
yfaQ,b2226,2328148,2329797,tandem DUF2300 domain-containing protein YfaQ,-
fetA,b0490,515919,516596,putative iron ABC exporter ATP-binding subunit FetA,+
recB,b2820,2952461,2956003,exodeoxyribonuclease V subunit RecB,-
hcaR,b2537,2668006,2668896,DNA-binding transcriptional dual regulator HcaR,-
cdh,b3918,4109930,4110685,CDP-diacylglycerol diphosphatase,+
uidC,b1615,1691586,1692851,outer membrane porin family protein UidC,-
ileY,b2652,2785762,2785837,tRNA-Ile(CAU),-
rzpD,b0556,578107,578568,DLP12 prophage; putative prophage endopeptidase RzpD,+
yjfZ,b4204,4426628,4427422,DUF2686 domain-containing protein YjfZ,-
yzfA,b4223,4447976,4448245,,-
ykfJ,b0235,253467,253733,RNA ligase superfamily protein YkfJ,+
yhbY,b3180,3327790,3328083,ribosome assembly factor YhbY,+
hdhA,b1619,1697273,1698040,7-&alpha;-hydroxysteroid dehydrogenase,-
amiA,b2435,2552352,2553221,<i>N</i>-acetylmuramoyl-L-alanine amidase A,+
dinQ,b4613,3647705,3647788,membrane toxin DinQ,-
aroE,b3281,3430020,3430838,shikimate dehydrogenase,-
agaC,b3139,3284685,3285488,galactosamine-specific PTS enzyme IIC component,+
tesA,b0494,519139,519765,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,-
mntH,b2392,2511468,2512706,Mn<sup>2+</sup>/Fe<sup>2+</sup>: H<sup>+</sup> symporter MntH,-
metH,b4019,4223828,4227511,cobalamin-dependent methionine synthase,+
kdpA,b0698,727059,728732,K<sup>+</sup> transporting P-type ATPase subunit KdpA,-
hsdR,b4350,4583249,4586761,type I restriction enzyme EcoKI endonuclease subunit,-
paaE,b1392,1456430,1457500,"phenylacetyl-CoA 1,2-epoxidase, reductase subunit",+
puuA,b1297,1359490,1360908,glutamate-putrescine ligase,-
ynbB,b1409,1478226,1479122,putative CDP-diglyceride synthase,+
yagK,b0277,292322,292948,CP4-6 prophage; uncharacterized protein YagK,-
torZ,b1872,1954578,1957007,trimethylamine <i>N</i>-oxide reductase 2,-
yjdQ,b4654,4362191,4362353,,-
rpsP,b2609,2745937,2746185,30S ribosomal subunit protein S16,-
mepA,b2328,2445560,2446384,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,-
aroB,b3389,3517398,3518486,3-dehydroquinate synthase,-
psiF,b0384,403281,403601,phosphate starvation-inducible protein PsiF,+
gcl,b0507,533916,535697,glyoxylate carboligase,+
yjeT,b4176,4404386,4404583,DUF2065 domain-containing protein YjeT,+
frmB,b0355,377535,378368,<i>S</i>-formylglutathione hydrolase FrmB,-
mgtA,b4242,4467625,4470321,Mg<sup>2+</sup> importing P-type ATPase,+
yigE,b4482,4000292,4001056,DUF2233 domain-containing protein YigE,-
yejF,b2180,2276300,2277889,putative oligopeptide ABC transporter ATP binding subunit YejF,+
sbcD,b0398,415750,416952,ATP-dependent structure-specific DNA nuclease - SbcD subunit,-
uhpC,b3667,3847305,3848624,UhpC-glucose-6-P // inner membrane protein sensing glucose-6-phosphate,-
yhfK,b3358,3486791,3488893,putative transporter YhfK,+
ycdZ,b1036,1100296,1100787,inner membrane protein YcdZ,+
valT,b0744,780765,780840,tRNA-Val(UAC),+
trpD,b1263,1319789,1321384,anthranilate synthase subunit TrpD,-
cspB,b1557,1641339,1641554,Qin prophage; cold shock-like protein CspB,-
yhcD,b3216,3362807,3365188,putative fimbrial usher protein YhcD,+
nuoE,b2285,2401552,2402052,NADH:quinone oxidoreductase subunit E,-
ypjI,b4644,2775545,2775816,putative UPF0401 protein YpjI,+
rplO,b3301,3444105,3444539,50S ribosomal subunit protein L15,-
ulaE,b4197,4422846,4423700,L-ribulose-5-phosphate 3-epimerase UlaE,+
mipA,b1782,1865726,1866472,MltA-interacting protein,-
yhiY,b4790,3630665,3630778,protein YhiY,-
chbG,b1733,1816386,1817135,chitooligosaccharide monodeacetylase ChbG,-
dtd,b3887,4077015,4077452,D-aminoacyl-tRNA deacylase,+
hflD,b1132,1191990,1192631,lysogenization regulator,-
frvB,b3899,4090915,4092366,putative PTS enzyme IIBC component FrvB,-
kdpB,b0697,724988,727036,K<sup>+</sup> transporting P-type ATPase subunit KdpB,-
panE,b0425,443604,444515,2-dehydropantoate 2-reductase,-
uvrB,b0779,813526,815547,UvrABC excision nuclease subunit B,+
yagH,b0271,286789,288399,CP4-6 prophage; putative xylosidase/arabinosidase,+
caiC,b0037,36271,37824,carnitine&mdash;CoA ligase,-
pdeI,b0833,872979,875327,putative c-di-GMP phosphodiesterase PdeI,+
ydfA,b1571,1648508,1648663,Qin prophage; DUF1391 domain-containing protein YdfA,+
nrfD,b4073,4290476,4291432,putative menaquinol-cytochrome <i>c</i> reductase subunit NrfD,+
mlaC,b3192,3337256,3337891,intermembrane phospholipid transport system - periplasmic binding protein,-
ybeM,b4581,658031,658818,"deamidated glutathione amidase, N-terminal fragment",+
dbpA,b1343,1409511,1410884,ATP-dependent RNA helicase DbpA,+
amiB,b4169,4396065,4397402,<i>N</i>-acetylmuramoyl-L-alanine amidase B,+
ytfK,b4217,4439587,4439793,stringent response modulator YtfK,+
bcsZ,b3531,3689155,3690261,"endo-1,4-D-glucanase",-
paoC,b0284,298736,300934,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,-
yrdD,b3283,3431420,3431962,putative DNA topoisomerase,-
seqA,b0687,712987,713532,negative modulator of initiation of replication,+
kdpF,b4513,728732,728821,K<sup>+</sup> transporting P-type ATPase subunit KdpF,-
yeaY,b1806,1889951,1890532,Slp family lipoprotein YeaY,-
oppD,b1246,1304754,1305767,murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD,+
recJ,b2892,3036373,3038106,ssDNA-specific exonuclease RecJ,-
rbsA,b3749,3933778,3935283,ribose ABC transporter ATP binding subunit,+
ydbK,b1378,1437260,1440784,putative pyruvate-flavodoxin oxidoreductase,-
sfmD,b0532,559697,562300,putative fimbrial usher protein SfmD,+
proL,b2189,2286211,2286287,tRNA-Pro(GGG),+
trpA,b1260,1316416,1317222,tryptophan synthase subunit &alpha;,-
fxsA,b4140,4368664,4369140,protein FxsA,+
b1425,b1425,1498432,1498635,,-
yccJ,b1003,1066864,1067091,PF13993 family protein YccJ,-
hybB,b2995,3142986,3144164,hydrogenase 2 membrane subunit,-
ygeP,b2862,2997689,2997988,protein YgeP,-
rsgA,b4161,4390457,4391509,ribosome small subunit-dependent GTPase A,-
nfsB,b0578,604771,605424,NAD(P)H-dependent nitroreductase NfsB,-
acpH,b0404,424337,424918,acyl carrier protein phosphodiesterase,-
murB,b3972,4172057,4173085,UDP-<i>N</i>-acetylenolpyruvoylglucosamine reductase,+
ynaN,b4773,1407989,1408036,protein YnaN,+
frvX,b3898,4089855,4090925,peptidase M42 family protein FrvX,-
yieF,b3713,3894652,3895218,quinone reductase,+
yhhA,b3448,3586943,3587383,DUF2756 domain-containing protein YhhA,+
sgcA,b4302,4527549,4527980,putative PTS enzyme IIA component SgcA,-
kdpC,b0696,724407,724979,K<sup>+</sup> transporting P-type ATPase subunit KdpC,-
recC,b2822,2959060,2962428,exodeoxyribonuclease V subunit RecC,-
glk,b2388,2508461,2509426,glucokinase,-
yafY,b0251,266110,266553,CP4-6 prophage; inner membrane lipoprotein YafY,-
abpB,b2627,2761351,2763540,CP4-57 prophage; putative helicase YfjK,-
hyfA,b2481,2601201,2601818,hydrogenase 4 component A,+
rzpR,b1362,1423345,1423644,Rac prophage; putative endopeptidase RzpR,+
yjgA,b4234,4457314,4457865,putative ribosome biogenesis factor YjgA,-
dacC,b0839,880727,881929,D-alanyl-D-alanine carboxypeptidase DacC,+
mazG,b2781,2909894,2910685,nucleoside triphosphate pyrophosphohydrolase,-
yqjD,b3098,3249375,3249680,ribosome- and membrane-associated DUF883 domain-containing protein YqjD,+
katE,b1732,1813867,1816128,catalase HPII,+
usg,b2319,2435636,2436649,putative semialdehyde dehydrogenase Usg,-
mlaF,b3195,3339256,3340065,"intermembrane phospholipid transport system, ATP binding subunit MlaF",-
nfi,b3998,4198790,4199461,endonuclease V,+
manZ,b1819,1903895,1904746,mannose-specific PTS enzyme IID component,+
hinT,b1103,1161885,1162244,purine nucleoside phosphoramidase,+
uhpU,b4829,3845730,3845995,small RNA UhpU,-
leuU,b3174,3322072,3322158,tRNA-Leu(GAG),-
aroH,b1704,1788435,1789481,"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive",+
