Gene_id,Genename,log2FoldChange(KANvsH2O),significant(KANvsH2O),KAN_avg_fpkm,H2O_avg_fpkm,biological_process,biological_process_description,cellular_component,cellular_component_description,molecular_function,molecular_function_description,KEGG AnnotInfo,KEGG url,Description,FPKM_Difference,Rank_FPKM,Rank_Log2FC,Effect_Size
b0480,ushA,-1.1009,DOWN,80.2251525309462,113.95992113807667,GO:1901361//GO:0046483//GO:0044237//GO:0046700//GO:0044699//GO:0009056//GO:0006725//GO:0006793//GO:0044712//GO:0006807//GO:0009166//GO:0019637//GO:0008150//GO:1901292//GO:0009117//GO:0006139//GO:0006796//GO:0034655//GO:0071704//GO:0044238//GO:0046434//GO:1901360//GO:1901575//GO:0019439//GO:0044270//GO:0044248//GO:0034641//GO:0044710//GO:0055086//GO:0008152//GO:0006753//GO:0009987//GO:0044281//GO:0044763,organic cyclic compound catabolic process//heterocycle metabolic process//cellular metabolic process//heterocycle catabolic process//single-organism process//catabolic process//cellular aromatic compound metabolic process//phosphorus metabolic process//single-organism catabolic process//nitrogen compound metabolic process//nucleotide catabolic process//organophosphate metabolic process//biological_process//nucleoside phosphate catabolic process//nucleotide metabolic process//nucleobase-containing compound metabolic process//phosphate-containing compound metabolic process//nucleobase-containing compound catabolic process//organic substance metabolic process//primary metabolic process//organophosphate catabolic process//organic cyclic compound metabolic process//organic substance catabolic process//aromatic compound catabolic process//cellular nitrogen compound catabolic process//cellular catabolic process//cellular nitrogen compound metabolic process//single-organism metabolic process//nucleobase-containing small molecule metabolic process//metabolic process//nucleoside phosphate metabolic process//cellular process//small molecule metabolic process//single-organism cellular process,--,--,GO:0016787//GO:0003824//GO:0003674,hydrolase activity//catalytic activity//molecular_function,K11751 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45] | (RefSeq) ushA; bifunctional UDP-sugar hydrolase/5'-nucleotidase,http://www.genome.jp/dbget-bin/www_bget?eco:b0480,bifunctional UDP-sugar hydrolase/5'-nucleotidase,-33.73476860713046,963.0,1099.0,2062.0
b0713,ybgL,-0.92831,DOWN,121.01823320014167,152.50085832624566,--,--,--,--,--,--,K07160 UPF0271 protein | (RefSeq) ybgL; UPF0271 family protein,http://www.genome.jp/dbget-bin/www_bget?eco:b0713,UPF0271 family protein,-31.482625126103997,835.0,1229.0,2064.0
b1383,ydbL,-2.13,DOWN,6.17026430891863,18.119039184863666,--,--,--,--,--,--,K09978 uncharacterized protein | (RefSeq) ydbL; DUF1318 family protein,http://www.genome.jp/dbget-bin/www_bget?eco:b1383,DUF1318 family protein,-11.948774875945038,1546.0,518.0,2064.0
b3414,nfuA,-0.45901,DOWN,338.489306597805,305.59132085686133,GO:0031163//GO:0008150//GO:0016043//GO:0022607//GO:0009987//GO:0071840//GO:0008152//GO:0016226//GO:0044085//GO:0009058,metallo-sulfur cluster assembly//biological_process//cellular component organization//cellular component assembly//cellular process//cellular component organization or biogenesis//metabolic process//iron-sulfur cluster assembly//cellular component biogenesis//biosynthetic process,--,--,GO:0043169//GO:0005506//GO:0005488//GO:0046914//GO:0043167//GO:0051540//GO:0003674//GO:0046872//GO:0051536,cation binding//iron ion binding//binding//transition metal ion binding//ion binding//metal cluster binding//molecular_function//metal ion binding//iron-sulfur cluster binding,"K07400 Fe/S biogenesis protein NfuA | (RefSeq) nfuA; Fe/S biogenesis protein, putative scaffold/chaperone protein",http://www.genome.jp/dbget-bin/www_bget?eco:b3414,Fe/S biogenesis protein%2C putative scaffold/chaperone protein,32.89798574094368,504.0,1562.0,2066.0
b3860,dsbA,-0.90772,DOWN,126.82254013789934,156.77396700884134,GO:0009987//GO:0044763//GO:0042592//GO:0019725//GO:0065007//GO:0050794//GO:0008150//GO:0065008//GO:0045454//GO:0050789//GO:0044699,cellular process//single-organism cellular process//homeostatic process//cellular homeostasis//biological regulation//regulation of cellular process//biological_process//regulation of biological quality//cell redox homeostasis//regulation of biological process//single-organism process,--,--,GO:0003824//GO:0003674//GO:0015035//GO:0016667//GO:0015036//GO:0016491,"catalytic activity//molecular_function//protein disulfide oxidoreductase activity//oxidoreductase activity, acting on a sulfur group of donors//disulfide oxidoreductase activity//oxidoreductase activity",K03673 thiol:disulfide interchange protein DsbA | (RefSeq) dsbA; periplasmic protein disulfide isomerase I,http://www.genome.jp/dbget-bin/www_bget?eco:b3860,periplasmic protein disulfide isomerase I,-29.951426870942,826.0,1244.0,2070.0
b0181,lpxA,-0.42297,DOWN,366.0389420215543,323.88617803221297,GO:0006259//GO:0006139//GO:0008150//GO:1901576//GO:0006807//GO:0006725//GO:0043170//GO:0044260//GO:0044237//GO:0046483//GO:0090304//GO:0034645//GO:0009987//GO:0009059//GO:0008152//GO:0034641//GO:0044249//GO:0006260//GO:1901360//GO:0009058//GO:0044238//GO:0071704,DNA metabolic process//nucleobase-containing compound metabolic process//biological_process//organic substance biosynthetic process//nitrogen compound metabolic process//cellular aromatic compound metabolic process//macromolecule metabolic process//cellular macromolecule metabolic process//cellular metabolic process//heterocycle metabolic process//nucleic acid metabolic process//cellular macromolecule biosynthetic process//cellular process//macromolecule biosynthetic process//metabolic process//cellular nitrogen compound metabolic process//cellular biosynthetic process//DNA replication//organic cyclic compound metabolic process//biosynthetic process//primary metabolic process//organic substance metabolic process,--,--,GO:0032559//GO:0017111//GO:0032549//GO:0032555//GO:1901265//GO:0001883//GO:0043168//GO:0032550//GO:0016787//GO:0097159//GO:0005488//GO:0043167//GO:0001882//GO:0097367//GO:0035639//GO:0003678//GO:0016462//GO:0003824//GO:0003674//GO:0005524//GO:0004386//GO:0016817//GO:0032553//GO:0030554//GO:0016818//GO:0036094//GO:0017076//GO:1901363//GO:0000166,"adenyl ribonucleotide binding//nucleoside-triphosphatase activity//ribonucleoside binding//purine ribonucleotide binding//nucleoside phosphate binding//purine nucleoside binding//anion binding//purine ribonucleoside binding//hydrolase activity//organic cyclic compound binding//binding//ion binding//nucleoside binding//carbohydrate derivative binding//purine ribonucleoside triphosphate binding//DNA helicase activity//pyrophosphatase activity//catalytic activity//molecular_function//ATP binding//helicase activity//hydrolase activity, acting on acid anhydrides//ribonucleotide binding//adenyl nucleotide binding//hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides//small molecule binding//purine nucleotide binding//heterocyclic compound binding//nucleotide binding",K00677 UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129] | (RefSeq) lpxA; UDP-N-acetylglucosamine acetyltransferase,http://www.genome.jp/dbget-bin/www_bget?eco:b0181,UDP-N-acetylglucosamine acetyltransferase,42.15276398934134,484.0,1589.0,2073.0
b1209,lolB,-1.2339,DOWN,59.00439244831267,91.604762906885,GO:0051179//GO:0051234//GO:0008150//GO:0006810//GO:0045184//GO:0071702//GO:0015031//GO:0008104//GO:0033036,localization//establishment of localization//biological_process//transport//establishment of protein localization//organic substance transport//protein transport//protein localization//macromolecule localization,GO:0005575//GO:0009279//GO:0044464//GO:0019867//GO:0031975//GO:0005623//GO:0044462//GO:0016020//GO:0071944//GO:0030313//GO:0030312,cellular_component//cell outer membrane//cell part//outer membrane//envelope//cell//external encapsulating structure part//membrane//cell periphery//cell envelope//external encapsulating structure,--,--,K02494 outer membrane lipoprotein LolB | (RefSeq) lolB; lipoprotein localization factor,http://www.genome.jp/dbget-bin/www_bget?eco:b1209,lipoprotein localization factor,-32.60037045857233,1074.0,1000.0,2074.0
b0250,ykfB,-1.1617,DOWN,67.7707996483331,100.03387424535708,--,--,--,--,--,--,no KO assigned | (RefSeq) ykfB; CP4-6 prophage; uncharacterized protein,http://www.genome.jp/dbget-bin/www_bget?eco:b0250,CP4-6 prophage%3B uncharacterized protein,-32.26307459702399,1031.0,1044.0,2075.0
b4166,queG,-1.4862,DOWN,30.963496969938735,57.55237403557803,--,--,--,--,--,--,"K18979 epoxyqueuosine reductase [EC:1.17.99.6] | (RefSeq) queG; epoxyqueuosine reductase, cobalamine-stimulated; queosine biosynthesis",http://www.genome.jp/dbget-bin/www_bget?eco:b4166,epoxyqueuosine reductase%2C cobalamine-stimulated%3B queosine biosynthesis,-26.5888770656393,1264.0,813.0,2077.0
b0679,nagE,-0.85877,DOWN,142.71092744043665,171.227048571607,GO:0030001//GO:0044763//GO:0044765//GO:0098655//GO:1902578//GO:0009987//GO:0009401//GO:0055085//GO:0071702//GO:0098660//GO:0015672//GO:0034220//GO:0035725//GO:0006811//GO:0051234//GO:0051179//GO:0098662//GO:0008150//GO:0006810//GO:0071436//GO:0006814//GO:0008643//GO:0044699//GO:0006812,metal ion transport//single-organism cellular process//single-organism transport//cation transmembrane transport//single-organism localization//cellular process//phosphoenolpyruvate-dependent sugar phosphotransferase system//transmembrane transport//organic substance transport//inorganic ion transmembrane transport//monovalent inorganic cation transport//ion transmembrane transport//sodium ion transmembrane transport//ion transport//establishment of localization//localization//inorganic cation transmembrane transport//biological_process//transport//sodium ion export//sodium ion transport//carbohydrate transport//single-organism process//cation transport,GO:0016020//GO:0005575//GO:0005576,membrane//cellular_component//extracellular region,GO:0016830//GO:0022857//GO:0016740//GO:0003674//GO:0003824//GO:1901476//GO:0015144//GO:0016772//GO:0046873//GO:0022891//GO:0015081//GO:0005215//GO:0016829//GO:0008324//GO:0022892//GO:0022804//GO:0005515//GO:0015075//GO:0015077//GO:0016831//GO:0016773//GO:0005179//GO:0005488//GO:0005102//GO:0008982//GO:0022890//GO:0008948,"carbon-carbon lyase activity//transmembrane transporter activity//transferase activity//molecular_function//catalytic activity//carbohydrate transporter activity//carbohydrate transmembrane transporter activity//transferase activity, transferring phosphorus-containing groups//metal ion transmembrane transporter activity//substrate-specific transmembrane transporter activity//sodium ion transmembrane transporter activity//transporter activity//lyase activity//cation transmembrane transporter activity//substrate-specific transporter activity//active transmembrane transporter activity//protein binding//ion transmembrane transporter activity//monovalent inorganic cation transmembrane transporter activity//carboxy-lyase activity//phosphotransferase activity, alcohol group as acceptor//hormone activity//binding//receptor binding//protein-N(PI)-phosphohistidine-sugar phosphotransferase activity//inorganic cation transmembrane transporter activity//oxaloacetate decarboxylase activity","K02802 PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.193] K02803 PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193] K02804 PTS system, N-acetylglucosamine-specific IIC component | (RefSeq) nagE; N-acetyl glucosamine specific PTS enzyme IIC, IIB, and IIA components",http://www.genome.jp/dbget-bin/www_bget?eco:b0679,N-acetyl glucosamine specific PTS enzyme IIC%2C IIB%2C and IIA components,-28.516121131170365,788.0,1291.0,2079.0
b3998,nfi,-1.0824,DOWN,81.39692183937234,114.04085996061667,GO:0044238//GO:0071704//GO:1901360//GO:0033554//GO:0034641//GO:0044710//GO:0051716//GO:0008152//GO:0006974//GO:0009987//GO:0090304//GO:0044763//GO:0006281//GO:0044237//GO:0046483//GO:0044699//GO:0044260//GO:0043170//GO:0050896//GO:0006725//GO:0006807//GO:0008150//GO:0006139//GO:0006950//GO:0006259,primary metabolic process//organic substance metabolic process//organic cyclic compound metabolic process//cellular response to stress//cellular nitrogen compound metabolic process//single-organism metabolic process//cellular response to stimulus//metabolic process//cellular response to DNA damage stimulus//cellular process//nucleic acid metabolic process//single-organism cellular process//DNA repair//cellular metabolic process//heterocycle metabolic process//single-organism process//cellular macromolecule metabolic process//macromolecule metabolic process//response to stimulus//cellular aromatic compound metabolic process//nitrogen compound metabolic process//biological_process//nucleobase-containing compound metabolic process//response to stress//DNA metabolic process,--,--,GO:0004519//GO:0016788//GO:0003824//GO:0003674//GO:0004518//GO:0016787,"endonuclease activity//hydrolase activity, acting on ester bonds//catalytic activity//molecular_function//nuclease activity//hydrolase activity",K05982 deoxyribonuclease V [EC:3.1.21.7] | (RefSeq) nfi; endonuclease V; deoxyinosine 3' endonuclease,http://www.genome.jp/dbget-bin/www_bget?eco:b3998,endonuclease V%3B deoxyinosine 3' endonuclease,-32.64393812124433,961.0,1118.0,2079.0
b3612,gpmM,-0.89708,DOWN,127.73032667070932,156.99928069705234,GO:0006412//GO:0044237//GO:0019538//GO:0044699//GO:0044260//GO:0044723//GO:0043170//GO:1901566//GO:0005996//GO:0009056//GO:0043043//GO:0044712//GO:0006807//GO:0008150//GO:1901576//GO:0043604//GO:0016052//GO:0046365//GO:0010467//GO:0019320//GO:1901564//GO:0071704//GO:0044238//GO:0044724//GO:0009058//GO:1901575//GO:0006006//GO:0043603//GO:0044249//GO:0044267//GO:0034641//GO:0005975//GO:0044710//GO:0008152//GO:0019318//GO:0009987//GO:0009059//GO:0044271//GO:0006518//GO:0006007//GO:0034645,translation//cellular metabolic process//protein metabolic process//single-organism process//cellular macromolecule metabolic process//single-organism carbohydrate metabolic process//macromolecule metabolic process//organonitrogen compound biosynthetic process//monosaccharide metabolic process//catabolic process//peptide biosynthetic process//single-organism catabolic process//nitrogen compound metabolic process//biological_process//organic substance biosynthetic process//amide biosynthetic process//carbohydrate catabolic process//monosaccharide catabolic process//gene expression//hexose catabolic process//organonitrogen compound metabolic process//organic substance metabolic process//primary metabolic process//single-organism carbohydrate catabolic process//biosynthetic process//organic substance catabolic process//glucose metabolic process//cellular amide metabolic process//cellular biosynthetic process//cellular protein metabolic process//cellular nitrogen compound metabolic process//carbohydrate metabolic process//single-organism metabolic process//metabolic process//hexose metabolic process//cellular process//macromolecule biosynthetic process//cellular nitrogen compound biosynthetic process//peptide metabolic process//glucose catabolic process//cellular macromolecule biosynthetic process,GO:0043232//GO:0030529//GO:0005737//GO:0005840//GO:0005575//GO:0044464//GO:0043229//GO:0044444//GO:0032991//GO:0043226//GO:0005623//GO:0005622//GO:0044424//GO:0043228,intracellular non-membrane-bounded organelle//ribonucleoprotein complex//cytoplasm//ribosome//cellular_component//cell part//intracellular organelle//cytoplasmic part//macromolecular complex//organelle//cell//intracellular//intracellular part//non-membrane-bounded organelle,GO:0030145//GO:0016868//GO:0008484//GO:0003735//GO:0043167//GO:0005488//GO:0046914//GO:0016787//GO:0016853//GO:0016866//GO:0043169//GO:0005198//GO:0004619//GO:0046872//GO:0016788//GO:0003824//GO:0003674,"manganese ion binding//intramolecular transferase activity, phosphotransferases//sulfuric ester hydrolase activity//structural constituent of ribosome//ion binding//binding//transition metal ion binding//hydrolase activity//isomerase activity//intramolecular transferase activity//cation binding//structural molecule activity//phosphoglycerate mutase activity//metal ion binding//hydrolase activity, acting on ester bonds//catalytic activity//molecular_function","K15633 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12] | (RefSeq) gpmM; phosphoglycero mutase III, cofactor-independent",http://www.genome.jp/dbget-bin/www_bget?eco:b3612,phosphoglycero mutase III%2C cofactor-independent,-29.268954026343025,825.0,1255.0,2080.0
b0798,ybiA,-1.6602,DOWN,21.351013611201235,44.811845445663,--,--,--,--,--,--,K09935 uncharacterized protein | (RefSeq) ybiA; DUF1768 family protein,http://www.genome.jp/dbget-bin/www_bget?eco:b0798,DUF1768 family protein,-23.460831834461768,1359.0,722.0,2081.0
b3006,exbB,-0.81901,DOWN,153.13385061589034,178.9871379707137,GO:0032801//GO:0044248//GO:0019058//GO:0071704//GO:1901575//GO:0016032//GO:0009987//GO:0044764//GO:0043112//GO:0051704//GO:0008152//GO:0043170//GO:0044419//GO:0019076//GO:0044403//GO:0009056//GO:0044237//GO:0044260//GO:0008150//GO:0006810//GO:0009057//GO:0051234//GO:0051179,"receptor catabolic process//cellular catabolic process//viral life cycle//organic substance metabolic process//organic substance catabolic process//viral process//cellular process//multi-organism cellular process//receptor metabolic process//multi-organism process//metabolic process//macromolecule metabolic process//interspecies interaction between organisms//viral release from host cell//symbiosis, encompassing mutualism through parasitism//catabolic process//cellular metabolic process//cellular macromolecule metabolic process//biological_process//transport//macromolecule catabolic process//establishment of localization//localization",GO:0033643//GO:0016021//GO:0044279//GO:0071944//GO:0016020//GO:0044218//GO:0033644//GO:0005887//GO:0005623//GO:0044459//GO:0043657//GO:0031226//GO:0044217//GO:0018995//GO:0044464//GO:0044215//GO:0005575//GO:0044425//GO:0005886//GO:0031224//GO:0044216,host cell part//integral component of membrane//other organism membrane//cell periphery//membrane//other organism cell membrane//host cell membrane//integral component of plasma membrane//cell//plasma membrane part//host cell//intrinsic component of plasma membrane//other organism part//host//cell part//other organism//cellular_component//membrane part//plasma membrane//intrinsic component of membrane//other organism cell,GO:0022891//GO:0022838//GO:0003674//GO:0022857//GO:0015267//GO:0005216//GO:0015075//GO:0008565//GO:0005215//GO:0005261//GO:0008324//GO:0022892//GO:0022803,substrate-specific transmembrane transporter activity//substrate-specific channel activity//molecular_function//transmembrane transporter activity//channel activity//ion channel activity//ion transmembrane transporter activity//protein transporter activity//transporter activity//cation channel activity//cation transmembrane transporter activity//substrate-specific transporter activity//passive transmembrane transporter activity,K03561 biopolymer transport protein ExbB | (RefSeq) exbB; membrane spanning protein in TonB-ExbB-ExbD complex,http://www.genome.jp/dbget-bin/www_bget?eco:b3006,membrane spanning protein in TonB-ExbB-ExbD complex,-25.85328735482335,770.0,1312.0,2082.0
b1254,yciB,-0.89015,DOWN,128.99282894932932,157.00274402686202,--,--,GO:0016020//GO:0016021//GO:0044425//GO:0005575//GO:0031224,membrane//integral component of membrane//membrane part//cellular_component//intrinsic component of membrane,--,--,K06190 intracellular septation protein | (RefSeq) yciB; IspA family inner membrane protein,http://www.genome.jp/dbget-bin/www_bget?eco:b1254,IspA family inner membrane protein,-28.009915077532696,824.0,1259.0,2083.0
b0125,hpt,-0.74706,DOWN,184.87245745780334,204.978063323557,GO:0034641//GO:0071704//GO:0044238//GO:1901360//GO:0009987//GO:0044763//GO:0044281//GO:0055086//GO:0044710//GO:1901657//GO:0008152//GO:0006725//GO:0046483//GO:0044237//GO:0009116//GO:0044699//GO:1901564//GO:1901135//GO:0008150//GO:0006807//GO:0006139,cellular nitrogen compound metabolic process//organic substance metabolic process//primary metabolic process//organic cyclic compound metabolic process//cellular process//single-organism cellular process//small molecule metabolic process//nucleobase-containing small molecule metabolic process//single-organism metabolic process//glycosyl compound metabolic process//metabolic process//cellular aromatic compound metabolic process//heterocycle metabolic process//cellular metabolic process//nucleoside metabolic process//single-organism process//organonitrogen compound metabolic process//carbohydrate derivative metabolic process//biological_process//nitrogen compound metabolic process//nucleobase-containing compound metabolic process,--,--,--,--,K00760 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8] | (RefSeq) hpt; hypoxanthine phosphoribosyltransferase,http://www.genome.jp/dbget-bin/www_bget?eco:b0125,hypoxanthine phosphoribosyltransferase,-20.10560586575366,708.0,1375.0,2083.0
b0977,hyaF,-1.8561,DOWN,13.420307854789499,31.989029374400832,--,--,--,--,--,--,K03618 hydrogenase-1 operon protein HyaF | (RefSeq) hyaF; hydrogenase-1 protein nickel incorporation factor,http://www.genome.jp/dbget-bin/www_bget?eco:b0977,hydrogenase-1 protein nickel incorporation factor,-18.568721519611334,1456.0,629.0,2085.0
b2916,argP,-1.083,DOWN,80.47083006243743,112.75196876047,GO:0044271//GO:0051252//GO:2001141//GO:0034654//GO:0090304//GO:0034645//GO:0009059//GO:0009987//GO:0010468//GO:0019219//GO:0008152//GO:0034641//GO:0080090//GO:0019438//GO:0009889//GO:0044249//GO:1901360//GO:0065007//GO:1901362//GO:0031323//GO:0071704//GO:0044238//GO:0009058//GO:2000112//GO:0051171//GO:0050794//GO:0018130//GO:1903506//GO:0060255//GO:0010467//GO:0016070//GO:0006139//GO:0019222//GO:0006351//GO:0006807//GO:0097659//GO:0008150//GO:1901576//GO:0031326//GO:0006725//GO:0006355//GO:0043170//GO:0032774//GO:0044260//GO:0010556//GO:0050789//GO:0044237//GO:0046483,"cellular nitrogen compound biosynthetic process//regulation of RNA metabolic process//regulation of RNA biosynthetic process//nucleobase-containing compound biosynthetic process//nucleic acid metabolic process//cellular macromolecule biosynthetic process//macromolecule biosynthetic process//cellular process//regulation of gene expression//regulation of nucleobase-containing compound metabolic process//metabolic process//cellular nitrogen compound metabolic process//regulation of primary metabolic process//aromatic compound biosynthetic process//regulation of biosynthetic process//cellular biosynthetic process//organic cyclic compound metabolic process//biological regulation//organic cyclic compound biosynthetic process//regulation of cellular metabolic process//organic substance metabolic process//primary metabolic process//biosynthetic process//regulation of cellular macromolecule biosynthetic process//regulation of nitrogen compound metabolic process//regulation of cellular process//heterocycle biosynthetic process//regulation of nucleic acid-templated transcription//regulation of macromolecule metabolic process//gene expression//RNA metabolic process//nucleobase-containing compound metabolic process//regulation of metabolic process//transcription, DNA-templated//nitrogen compound metabolic process//nucleic acid-templated transcription//biological_process//organic substance biosynthetic process//regulation of cellular biosynthetic process//cellular aromatic compound metabolic process//regulation of transcription, DNA-templated//macromolecule metabolic process//RNA biosynthetic process//cellular macromolecule metabolic process//regulation of macromolecule biosynthetic process//regulation of biological process//cellular metabolic process//heterocycle metabolic process",--,--,GO:0003674//GO:0001071//GO:0003700,"molecular_function//nucleic acid binding transcription factor activity//transcription factor activity, sequence-specific DNA binding","K05596 LysR family transcriptional regulator, chromosome initiation inhibitor | (RefSeq) argP; transcriptional regulator for arginine transport and DNA replication genes; replication initiation inhibitor",http://www.genome.jp/dbget-bin/www_bget?eco:b2916,transcriptional regulator for arginine transport and DNA replication genes%3B replication initiation inhibitor,-32.28113869803258,968.0,1117.0,2085.0
b1236,galU,-0.76664,DOWN,175.68114277646532,197.25346425523165,GO:0008299//GO:0044249//GO:0044255//GO:0006629//GO:0009058//GO:0044238//GO:0071704//GO:0044763//GO:0044711//GO:0009987//GO:0008610//GO:0008152//GO:0044710//GO:0006720//GO:0044699//GO:0044237//GO:0008150//GO:1901576,isoprenoid biosynthetic process//cellular biosynthetic process//cellular lipid metabolic process//lipid metabolic process//biosynthetic process//primary metabolic process//organic substance metabolic process//single-organism cellular process//single-organism biosynthetic process//cellular process//lipid biosynthetic process//metabolic process//single-organism metabolic process//isoprenoid metabolic process//single-organism process//cellular metabolic process//biological_process//organic substance biosynthetic process,--,--,GO:0016772//GO:0016740//GO:0003824//GO:0050518//GO:0003674//GO:0016779//GO:0070567,"transferase activity, transferring phosphorus-containing groups//transferase activity//catalytic activity//2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity//molecular_function//nucleotidyltransferase activity//cytidylyltransferase activity",K00963 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] | (RefSeq) galU; glucose-1-phosphate uridylyltransferase,http://www.genome.jp/dbget-bin/www_bget?eco:b1236,glucose-1-phosphate uridylyltransferase,-21.572321478766327,728.0,1358.0,2086.0
b4160,psd,-0.88021,DOWN,131.497886660051,159.70336263243166,GO:0071704//GO:0044238//GO:0006508//GO:0009058//GO:0006629//GO:0044255//GO:0044249//GO:0044710//GO:0008152//GO:0008610//GO:0009987//GO:0044711//GO:0090407//GO:0044763//GO:0044237//GO:0019538//GO:0044699//GO:0043170//GO:0006793//GO:0019637//GO:0006644//GO:1901576//GO:0008150//GO:0006796//GO:0008654,organic substance metabolic process//primary metabolic process//proteolysis//biosynthetic process//lipid metabolic process//cellular lipid metabolic process//cellular biosynthetic process//single-organism metabolic process//metabolic process//lipid biosynthetic process//cellular process//single-organism biosynthetic process//organophosphate biosynthetic process//single-organism cellular process//cellular metabolic process//protein metabolic process//single-organism process//macromolecule metabolic process//phosphorus metabolic process//organophosphate metabolic process//phospholipid metabolic process//organic substance biosynthetic process//biological_process//phosphate-containing compound metabolic process//phospholipid biosynthetic process,GO:0016020//GO:0005575,membrane//cellular_component,GO:0008234//GO:0070011//GO:0016830//GO:0004609//GO:0003824//GO:0003674//GO:0016831//GO:0016787//GO:0016829//GO:0008233,"cysteine-type peptidase activity//peptidase activity, acting on L-amino acid peptides//carbon-carbon lyase activity//phosphatidylserine decarboxylase activity//catalytic activity//molecular_function//carboxy-lyase activity//hydrolase activity//lyase activity//peptidase activity",K01613 phosphatidylserine decarboxylase [EC:4.1.1.65] | (RefSeq) psd; phosphatidylserine decarboxylase,http://www.genome.jp/dbget-bin/www_bget?eco:b4160,phosphatidylserine decarboxylase,-28.20547597238067,817.0,1272.0,2089.0
b3474,yhhT,-1.678,DOWN,20.0009812022837,42.1709266480564,--,--,--,--,--,--,no KO assigned | (RefSeq) yhhT; UPF0118 family putative transporter,http://www.genome.jp/dbget-bin/www_bget?eco:b3474,UPF0118 family putative transporter,-22.1699454457727,1381.0,708.0,2089.0
b1065,mdtH,-1.1588,DOWN,66.18594797845704,97.2898014731757,GO:0055085//GO:0044763//GO:0044765//GO:0009987//GO:1902578//GO:0044699//GO:0051179//GO:0051234//GO:0008150//GO:0006810,transmembrane transport//single-organism cellular process//single-organism transport//cellular process//single-organism localization//single-organism process//localization//establishment of localization//biological_process//transport,GO:0016021//GO:0016020//GO:0031224//GO:0044425//GO:0005575,integral component of membrane//membrane//intrinsic component of membrane//membrane part//cellular_component,--,--,"K08162 MFS transporter, DHA1 family, multidrug resistance protein | (RefSeq) mdtH; multidrug resistance efflux transporter conferring overexpression resistance to norfloxacin and enoxacin",http://www.genome.jp/dbget-bin/www_bget?eco:b1065,multidrug resistance efflux transporter conferring overexpression resistance to norfloxacin and enoxacin,-31.103853494718663,1042.0,1047.0,2089.0
b2039,rfbA,-1.3013,DOWN,46.868996121813005,76.69150365811963,GO:0008152//GO:0008610//GO:0044710//GO:0044711//GO:0044763//GO:0009987//GO:0006629//GO:0071704//GO:0044238//GO:0009058//GO:0044255//GO:0044249//GO:0008299//GO:1901576//GO:0008150//GO:0044699//GO:0044237//GO:0006720,metabolic process//lipid biosynthetic process//single-organism metabolic process//single-organism biosynthetic process//single-organism cellular process//cellular process//lipid metabolic process//organic substance metabolic process//primary metabolic process//biosynthetic process//cellular lipid metabolic process//cellular biosynthetic process//isoprenoid biosynthetic process//organic substance biosynthetic process//biological_process//single-organism process//cellular metabolic process//isoprenoid metabolic process,--,--,GO:0016740//GO:0050518//GO:0003674//GO:0003824//GO:0016772//GO:0070567//GO:0016779,"transferase activity//2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity//molecular_function//catalytic activity//transferase activity, transferring phosphorus-containing groups//cytidylyltransferase activity//nucleotidyltransferase activity",K00973 glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24] | (RefSeq) rfbA; glucose-1-phosphate thymidylyltransferase,http://www.genome.jp/dbget-bin/www_bget?eco:b2039,glucose-1-phosphate thymidylyltransferase,-29.822507536306624,1157.0,933.0,2090.0
b1766,sppA,-1.0773,DOWN,81.20689960065174,113.256843066618,GO:0006508//GO:0044238//GO:0071704//GO:0008152//GO:0043170//GO:0019538//GO:0008150,proteolysis//primary metabolic process//organic substance metabolic process//metabolic process//macromolecule metabolic process//protein metabolic process//biological_process,GO:0016021//GO:0016020//GO:0044425//GO:0005575//GO:0031224,integral component of membrane//membrane//membrane part//cellular_component//intrinsic component of membrane,GO:0003824//GO:0003674//GO:0016787//GO:0008233,catalytic activity//molecular_function//hydrolase activity//peptidase activity,K04773 protease IV [EC:3.4.21.-] | (RefSeq) sppA; protease IV (signal peptide peptidase),http://www.genome.jp/dbget-bin/www_bget?eco:b1766,protease IV (signal peptide peptidase),-32.049943465966265,966.0,1124.0,2090.0
